journal,quartile
Orthopaedics & Traumatology-Surgery & Research,2
OSIRIS,2
OSTEOPOROSIS INTERNATIONAL,2
OUD HOLLAND,2
OUTLOOK ON AGRICULTURE,2
Oxford Journal of Archaeology,2
Oxford Journal of Legal Studies,2
PACIFIC PHILOSOPHICAL QUARTERLY,2
PACIFIC REVIEW,2
Pacific-Basin Finance Journal,2
PAEDIATRIC AND PERINATAL EPIDEMIOLOGY,2
Pain and Therapy,2
PAKISTAN VETERINARY JOURNAL,2
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,2
PALAEONTOLOGY,2
PaleoAmerica,2
PALEOBIOLOGY,2
Paleoceanography and Paleoclimatology,2
Palestine Exploration Quarterly,2
PALLIATIVE MEDICINE,2
Pancreatology,2
Papers in Palaeontology,2
Parasites & Vectors,2
PARTY POLITICS,2
Patterns,2
Peacebuilding,2
PEDIATRIC ALLERGY AND IMMUNOLOGY,2
Pediatric Critical Care Medicine,2
PEDIATRIC DIABETES,2
PEDIATRICS,2
PEDOSPHERE,2
People and Nature,2
Performance Enhancement & Health,2
PERSONALITY AND INDIVIDUAL DIFFERENCES,2
PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN,2
Personality Disorders-Theory Research and Treatment,2
Perspectives in Ecology and Conservation,2
PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,2
Perspectives on Behavior Science,2
PERSPECTIVES ON SEXUAL AND REPRODUCTIVE HEALTH,2
Perspectives-Studies in Translation Theory and Practice,2
Petroleum,2
PHARMACOLOGICAL RESEARCH,2
Phenomics,2
Philological Encounters,2
Philosophical Explorations,2
PHILOSOPHY,2
Philosophy of Music Education Review,2
PHILOSOPHY OF SCIENCE,2
Philosophy Psychiatry & Psychology,2
PHONETICA,2
PHRONESIS-A JOURNAL FOR ANCIENT PHILOSOPHY,2
PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,2
Physical Education and Sport Pedagogy,2
PHYSICAL REVIEW A,2
Physical Review Applied,2
PHYSICAL REVIEW B,2
PHYSICAL REVIEW C,2
PHYSICAL REVIEW D,2
Physical Review Physics Education Research,2
Physical Review Research,2
Physics & Imaging in Radiation Oncology,2
PHYSICS LETTERS B,2
PHYSICS OF FLUIDS,2
Physics of the Dark Universe,2
PHYSIOLOGIA PLANTARUM,2
PHYSIOLOGY,2
PHYTOCHEMISTRY,2
PHYTOCHEMISTRY REVIEWS,2
PHYTOPATHOLOGY,2
Phytopathology Research,2
PHYTOTHERAPY RESEARCH,2
Pituitary,2
Planetary Science Journal,2
Planning Theory & Practice,2
PLANT AND CELL PHYSIOLOGY,2
PLANT AND SOIL,2
PLANT BIOLOGY,2
PLANT CELL REPORTS,2
PLANT DISEASE,2
PLANT FOODS FOR HUMAN NUTRITION,2
Plant Genome,2
Plant Methods,2
PLANT PHYSIOLOGY AND BIOCHEMISTRY,2
PLANT SCIENCE,2
Plant Stress,2
Plants People Planet,2
Plants-Basel,2
PLASMA PHYSICS AND CONTROLLED FUSION,2
PLASMA SOURCES SCIENCE & TECHNOLOGY,2
PLASTIC AND RECONSTRUCTIVE SURGERY,2
PLoS Computational Biology,2
PLoS Genetics,2
PLoS Neglected Tropical Diseases,2
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,2
POETICS,2
POETICS TODAY,2
Polar-Political and Legal Anthropology Review,2
Police Quarterly,2
POLICY AND POLITICS,2
Policy and Society,2
Policy Reviews in Higher Education,2
POLICY SCIENCES,2
POLICY STUDIES JOURNAL,2
POLIS,2
Political Research Exchange,2
Political Science Research and Methods,2
POLITICAL STUDIES,2
POLITICAL THEORY,2
Politics,2
Politics & Gender,2
Politics and Governance,2
POLYMER,2
Polymer Chemistry,2
POLYMER COMPOSITES,2
Polymer Reviews,2
POLYMER TESTING,2
Popular Communication,2
Popular Music,2
Population Health Metrics,2
Population Space and Place,2
POPULATION STUDIES-A JOURNAL OF DEMOGRAPHY,2
Porcine Health Management,2
POST-SOVIET AFFAIRS,2
POULTRY SCIENCE,2
POWDER TECHNOLOGY,2
PRECAMBRIAN RESEARCH,2
PRECISION AGRICULTURE,2
Precision Clinical Medicine,2
PRECISION ENGINEERING-JOURNAL OF THE INTERNATIONAL SOCIETIES FOR PRECISION ENGINEERING AND NANOTECHNOLOGY,2
PRENATAL DIAGNOSIS,2
PRESLIA,2
PREVENTION SCIENCE,2
Preventive Medicine,2
PREVENTIVE VETERINARY MEDICINE,2
Probability Surveys,2
PROBABILITY THEORY AND RELATED FIELDS,2
Probiotics and Antimicrobial Proteins,2
Problemy Istoricheskoi Poetiki,2
Problemy Muzykalnoi Nauki-Music Scholarship,2
PROCEEDINGS OF THE COMBUSTION INSTITUTE,2
PROCEEDINGS OF THE JAPAN ACADEMY SERIES B-PHYSICAL AND BIOLOGICAL SCIENCES,2
PROCEEDINGS OF THE NUTRITION SOCIETY,2
PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2
Proceedings of the VLDB Endowment,2
PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,2
Professional Development in Education,2
PROGRESS IN CARDIOVASCULAR DISEASES,2
PROGRESS IN CHEMISTRY,2
PROGRESS IN CRYSTAL GROWTH AND CHARACTERIZATION OF MATERIALS,2
Progress in Electromagnetics Research-PIER,2
PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY,2
PROGRESS IN NEUROBIOLOGY,2
PROGRESS IN NUCLEAR MAGNETIC RESONANCE SPECTROSCOPY,2
PROGRESS IN ORGANIC COATINGS,2
Progress in Orthodontics,2
PROGRESS IN PHOTOVOLTAICS,2
PROGRESS IN QUANTUM ELECTRONICS,2
PROGRESS IN SOLID STATE CHEMISTRY,2
Project Management Journal,2
Propulsion and Power Research,2
PROSTATE CANCER AND PROSTATIC DISEASES,2
PSICOTHEMA,2
PSYCHIATRIC SERVICES,2
PSYCHIATRY AND CLINICAL NEUROSCIENCES,2
PSYCHO-ONCOLOGY,2
PSYCHOANALYTIC QUARTERLY,2
PSYCHOLOGICAL ASSESSMENT,2
PSYCHOLOGICAL MEDICINE,2
PSYCHOLOGY & MARKETING,2
PSYCHOLOGY AND AGING,2
PSYCHOLOGY AND PSYCHOTHERAPY-THEORY RESEARCH AND PRACTICE,2
PSYCHOLOGY OF ADDICTIVE BEHAVIORS,2
Psychology of Aesthetics Creativity and the Arts,2
Psychology of Men & Masculinities,2
Psychology of Religion and Spirituality,2
Psychology of Sexual Orientation and Gender Diversity,2
PSYCHOLOGY OF SPORT AND EXERCISE,2
PSYCHOLOGY OF WOMEN QUARTERLY,2
PSYCHOLOGY PUBLIC POLICY AND LAW,2
PSYCHOMETRIKA,2
PSYCHONEUROENDOCRINOLOGY,2
PSYCHONOMIC BULLETIN & REVIEW,2
PSYCHOPHYSIOLOGY,2
Psychosocial Intervention,2
PSYCHOTHERAPY RESEARCH,2
PUBLIC ADMINISTRATION,2
Public Management Review,2
PUBLIC OPINION QUARTERLY,2
Public Relations Inquiry,2
PUBLIC UNDERSTANDING OF SCIENCE,2
PUBLICATIONS OF THE RESEARCH INSTITUTE FOR MATHEMATICAL SCIENCES,2
PUBLIUS-THE JOURNAL OF FEDERALISM,2
Pulmonology,2
PUNISHMENT & SOCIETY-INTERNATIONAL JOURNAL OF PENOLOGY,2
Quaerendo-A Journal Devoted to Manuscripts and Printed Books,2
QUALITATIVE HEALTH RESEARCH,2
Qualitative Research in Psychology,2
Qualitative Research in Sport Exercise and Health,2
Qualitative Sociology,2
Qualitative Theory of Dynamical Systems,2
Quality Technology and Quantitative Management,2
Quantitative Economics,2
Quantitative Finance and Economics,2
Quantitative InfraRed Thermography Journal,2
Quantum Science and Technology,2
QUARTERLY REVIEW OF BIOLOGY,2
QUARTERLY REVIEWS OF BIOPHYSICS,2
Quaternary Science Reviews,2
R & D MANAGEMENT,2
Race and Justice,2
Race and Social Problems,2
Radiation Oncology,2
RADICAL PHILOSOPHY,2
Radiologia Medica,2
Radiology-Imaging Cancer,2
RADIOTHERAPY AND ONCOLOGY,2
Railway Engineering Science,2
RAND JOURNAL OF ECONOMICS,2
REDOX REPORT,2
Regenerative Biomaterials,2
Regional and Federal Studies,2
REGIONAL ANESTHESIA AND PAIN MEDICINE,2
Regional Environmental Change,2
REGIONAL SCIENCE AND URBAN ECONOMICS,2
REGIONAL STUDIES,2
Regional Sustainability,2
RELIGION,2
Religion and Theology-A Journal of Contemporary Religious Discourse,2
Religion Brain & Behavior,2
Religion Compass,2
Religions,2
RELIGIOUS STUDIES,2
Remote Sensing,2
Remote Sensing in Ecology and Conservation,2
Renaissance Studies,2
REPORTS ON PROGRESS IN PHYSICS,2
REPRODUCTION,2
Reproductive Biology and Endocrinology,2
REPRODUCTIVE BIOMEDICINE ONLINE,2
Reproductive Health,2
RESEARCH AND PRACTICE FOR PERSONS WITH SEVERE DISABILITIES,2
Research Ethics,2
RESEARCH IN AFRICAN LITERATURES,2
Research in Dance Education,2
Research in Developmental Disabilities,2
Research in International Business and Finance,2
Research in Social & Administrative Pharmacy,2
RESEARCH IN THE TEACHING OF ENGLISH,2
Research in Transportation Business and Management,2
Research in Transportation Economics,2
Research Integrity and Peer Review,2
Research on Child and Adolescent Psychopathology,2
Research Synthesis Methods,2
RESPIRATORY RESEARCH,2
RESPIROLOGY,2
Results in Engineering,2
Results in Physics,2
RETHINKING HISTORY,2
Review of Environmental Economics and Policy,2
Review of Finance,2
REVIEW OF GENERAL PSYCHOLOGY,2
REVIEW OF HIGHER EDUCATION,2
REVIEW OF INTERNATIONAL POLITICAL ECONOMY,2
Review of Managerial Science,2
Review of Public Personnel Administration,2
Review of Religion and Chinese Society,2
REVIEW OF RELIGIOUS RESEARCH,2
Review of Research in Education,2
Review of Symbolic Logic,2
REVIEWS IN ENDOCRINE & METABOLIC DISORDERS,2
REVIEWS IN ENVIRONMENTAL SCIENCE AND BIO-TECHNOLOGY,2
REVIEWS IN MEDICAL VIROLOGY,2
Revista de Cancioneros Impresos y Manuscritos,2
Revista de Historia Economica,2
Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,2
REVISTA ESPANOLA DE CARDIOLOGIA,2
Revista Iberoamericana de Psicologia y Salud,2
Revista Latina de Comunicacion Social,2
Revista Matematica Complutense,2
REVISTA MATEMATICA IBEROAMERICANA,2
REVUE BIBLIQUE,2
Rhetoric Review,2
Rhetoric Society Quarterly,2
RHETORICA-A JOURNAL OF THE HISTORY OF RHETORIC,2
RHEUMATOLOGY,2
RHINOLOGY,2
Rice Science,2
RIDE-The Journal of Applied Theatre and Performance,2
RIVISTA DEL NUOVO CIMENTO,2
RMD Open,2
ROBOTICS AND AUTONOMOUS SYSTEMS,2
Rock and Soil Mechanics,2
Romanticism,2
RSF-The Russell Sage Journal of the Social Sciences,2
RUSSIAN CHEMICAL REVIEWS,2
RUSSIAN JOURNAL OF MATHEMATICAL PHYSICS,2
RUSSIAN LINGUISTICS,2
RUSSIAN REVIEW,2
SAE International Journal of Vehicle Dynamics Stability and NVH,2
SAFETY SCIENCE,2
Scandinavian Journal of Disability Research,2
SCANDINAVIAN JOURNAL OF HISTORY,2
SCANDINAVIAN JOURNAL OF MEDICINE & SCIENCE IN SPORTS,2
Scandinavian Journal of Trauma Resuscitation & Emergency Medicine,2
SCANDINAVIAN JOURNAL OF WORK ENVIRONMENT & HEALTH,2
SCANDINAVIAN POLITICAL STUDIES,2
Schizophrenia,2
Schizophrenia Research,2
School Leadership & Management,2
School Psychology,2
SCHOOL PSYCHOLOGY REVIEW,2
Science and Medicine in Football,2
SCIENCE AS CULTURE,2
SCIENCE EDUCATION,2
Science of Remote Sensing,2
Science of The Total Environment,2
Scientia et Fides,2
SCIENTIA HORTICULTURAE,2
Scientific Data,2
SCIENTIFIC STUDIES OF READING,2
SciPost Physics,2
SciPost Physics Core,2
SCIRES-IT-SCIentific RESearch and Information Technology,2
SCREEN,2
SCRIPTA MATERIALIA,2
Scripta Theologica,2
Sculpture Journal,2
SECOND LANGUAGE RESEARCH,2
SEDIMENTOLOGY,2
Selecta Mathematica-New Series,2
SEMINARS IN ARTHRITIS AND RHEUMATISM,2
SEMINARS IN CANCER BIOLOGY,2
SEMINARS IN CELL & DEVELOPMENTAL BIOLOGY,2
SEMINARS IN HEMATOLOGY,2
SEMINARS IN IMMUNOLOGY,2
SEMINARS IN NUCLEAR MEDICINE,2
SEMINARS IN PERINATOLOGY,2
Seminars in Vascular Surgery,2
Sensing and Bio-Sensing Research,2
Sensors and Actuators Reports,2
SEPARATION AND PURIFICATION REVIEWS,2
SEPARATION AND PURIFICATION TECHNOLOGY,2
SERVICE INDUSTRIES JOURNAL,2
SEX ROLES,2
SEXUAL ABUSE-A JOURNAL OF RESEARCH AND TREATMENT,2
Sexual and Reproductive Health Matters,2
Sexual Medicine Reviews,2
Sexuality Research and Social Policy,2
SHAKESPEARE QUARTERLY,2
She Ji-The Journal of Design Economics and Innovation,2
SIAM Journal on Applied Algebra and Geometry,2
SIAM JOURNAL ON CONTROL AND OPTIMIZATION,2
SIAM JOURNAL ON DISCRETE MATHEMATICS,2
SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,2
SIAM JOURNAL ON OPTIMIZATION,2
SIAM JOURNAL ON SCIENTIFIC COMPUTING,2
SIGNAL PROCESSING,2
SIGNS,2
Signs and Society,2
Skeletal Muscle,2
SLAVIC REVIEW,2
SLEEP,2
Sleep Health,2
SLEEP MEDICINE,2
Small,2
Small Methods,2
Small Science,2
Small Structures,2
Smart Agricultural Technology,2
Smart Learning Environments,2
Snippets,2
SOCIAL & CULTURAL GEOGRAPHY,2
Social and Personality Psychology Compass,2
Social Cognitive and Affective Neuroscience,2
SOCIAL COMPASS,2
Social Epistemology,2
SOCIAL NETWORKS,2
Social Policy and Society,2
SOCIAL PROBLEMS,2
SOCIAL PSYCHIATRY AND PSYCHIATRIC EPIDEMIOLOGY,2
Social Psychological and Personality Science,2
Social Psychology of Education,2
SOCIAL PSYCHOLOGY QUARTERLY,2
SOCIAL SCIENCE & MEDICINE,2
SOCIAL SCIENCE RESEARCH,2
Social Semiotics,2
SOCIAL STUDIES OF SCIENCE,2
Socio-Economic Review,2
SOCIOLOGIA RURALIS,2
SOCIOLOGICAL FORUM,2
SOCIOLOGICAL METHODS & RESEARCH,2
SOCIOLOGICAL REVIEW,2
Sociology Compass,2
SOCIOLOGY OF HEALTH & ILLNESS,2
Sociology of Race and Ethnicity,2
SOCIOLOGY-THE JOURNAL OF THE BRITISH SOCIOLOGICAL ASSOCIATION,2
Soft Robotics,2
Soil,2
SOIL DYNAMICS AND EARTHQUAKE ENGINEERING,2
Soil Ecology Letters,2
Soils and Foundations,2
Solar Energy,2
SOLAR ENERGY MATERIALS AND SOLAR CELLS,2
Solid Earth,2
Sound Studies,2
SOUTH AFRICAN ARCHAEOLOGICAL BULLETIN,2
SOUTHERN JOURNAL OF PHILOSOPHY,2
SPACE POLICY,2
SPACE SCIENCE REVIEWS,2
SPACE WEATHER-THE INTERNATIONAL JOURNAL OF RESEARCH AND APPLICATIONS,2
Spatial Statistics,2
SPECTROCHIMICA ACTA PART A-MOLECULAR AND BIOMOLECULAR SPECTROSCOPY,2
SPECTROCHIMICA ACTA PART B-ATOMIC SPECTROSCOPY,2
SPINE,2
SPORT EDUCATION AND SOCIETY,2
Sport Exercise and Performance Psychology,2
Sport Management Review,2
Sports Coaching Review,2
Sports Medicine-Open,2
SSM-Population Health,2
STATISTICS AND COMPUTING,2
Statistics Surveys,2
Stem Cell Research & Therapy,2
Stem Cells Translational Medicine,2
Stochastics and Partial Differential Equations-Analysis and Computations,2
Strategic Entrepreneurship Journal,2
STRESS AND HEALTH,2
Stroke and Vascular Neurology,2
Structural Change and Economic Dynamics,2
Structural Control & Health Monitoring,2
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,2
STRUCTURAL SAFETY,2
STRUCTURE,2
Structures,2
Studia Metrica et Poetica,2
STUDIES IN APPLIED MATHEMATICS,2
Studies in Educational Evaluation,2
STUDIES IN FAMILY PLANNING,2
STUDIES IN HIGHER EDUCATION,2
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,2
STUDIES IN PHILOLOGY,2
STUDIES IN ROMANTICISM,2
Studies in Russian and Soviet Cinema,2
STUDIES IN THE NOVEL,2
STUF-Language Typology and Universals,2
STYLE,2
SUICIDE AND LIFE-THREATENING BEHAVIOR,2
SUPPLY CHAIN MANAGEMENT-AN INTERNATIONAL JOURNAL,2
SURFACE & COATINGS TECHNOLOGY,2
SURGERY,2
Surgery for Obesity and Related Diseases,2
SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES,2
SURVEY OF OPHTHALMOLOGY,2
SURVEYS IN GEOPHYSICS,2
SusMat,2
Sustainability Science,2
Sustainability-Science Practice and Policy,2
Sustainable Chemistry and Pharmacy,2
SUSTAINABLE DEVELOPMENT,2
Sustainable Energy Grids & Networks,2
Sustainable Energy Technologies and Assessments,2
Sustainable Materials and Technologies,2
Swarm and Evolutionary Computation,2
Swiss Journal of Palaeontology,2
SYNTHESE,2
SYSTEMATIC AND APPLIED MICROBIOLOGY,2
TALANTA,2
TAXON,2
TDR-The Drama Review-The Journal of Performance Studies,2
Technical Communication Quarterly,2
TECHNOLOGY AND CULTURE,2
TECHNOLOGY IN SOCIETY,2
TECHNOMETRICS,2
TECTONICS,2
TECTONOPHYSICS,2
TELECOMMUNICATIONS POLICY,2
TELEMATICS AND INFORMATICS,2
Television & New Media,2
Terrae Incognitae-The Journal of the Society for the History of Discoveries,2
TERRORISM AND POLITICAL VIOLENCE,2
TEXAS LAW REVIEW,2
Text and Performance Quarterly,2
THEATRE NOTEBOOK,2
THEATRE SURVEY,2
THEOLOGICAL STUDIES,2
THEORETICAL AND APPLIED FRACTURE MECHANICS,2
Theoretical and Applied Mechanics Letters,2
THEORETICAL CRIMINOLOGY,2
THEORETICAL LINGUISTICS,2
THEORY AND PRACTICE OF LOGIC PROGRAMMING,2
THEORY AND RESEARCH IN SOCIAL EDUCATION,2
THEORY AND SOCIETY,2
THEORY CULTURE & SOCIETY,2
Therapeutic Advances in Medical Oncology,2
Therapeutic Advances in Neurological Disorders,2
THERIOGENOLOGY,2
Thermal Science and Engineering Progress,2
THIN-WALLED STRUCTURES,2
Thinking Skills and Creativity,2
Third Text,2
THIRD WORLD QUARTERLY,2
THROMBOSIS AND HAEMOSTASIS,2
Ticks and Tick-Borne Diseases,2
TIME & SOCIETY,2
Tissue Engineering Part B-Reviews,2
TOBACCO CONTROL,2
Topics in Cognitive Science,2
Topics in Current Chemistry,2
TOPOI-AN INTERNATIONAL REVIEW OF PHILOSOPHY,2
Tourism Management Perspectives,2
Tourism Review,2
TRADITIO-STUDIES IN ANCIENT AND MEDIEVAL HISTORY THOUGHT AND RELIGION,2
TRANSACTIONS OF NONFERROUS METALS SOCIETY OF CHINA,2
TRANSACTIONS OF THE AMERICAN MATHEMATICAL SOCIETY,2
Transactions of the Association for Computational Linguistics,2
Transactions of the London Mathematical Society,2
Transboundary and Emerging Diseases,2
Transforming Anthropology,2
TRANSFUSION MEDICINE REVIEWS,2
Translation & Interpreting-The International Journal of Translation and Interpreting,2
Translation and Interpreting Studies,2
Translation and Literature,2
Translation and Translanguaging in Multilingual Contexts,2
Translation Studies,2
Translational Psychiatry,2
Translational Research,2
Translational Stroke Research,2
Translational Vision Science & Technology,2
Translator,2
Transnational Environmental Law,2
TRANSPLANTATION,2
Transplantation Reviews,2
Transportation Geotechnics,2
TRANSPORTATION RESEARCH PART F-TRAFFIC PSYCHOLOGY AND BEHAVIOUR,2
TRANSPORTATION SCIENCE,2
Transportmetrica B-Transport Dynamics,2
TREE PHYSIOLOGY,2
Trees Forests and People,2
TRENDS IN CARDIOVASCULAR MEDICINE,2
Trends in Environmental Analytical Chemistry,2
Trends in Hearing,2
TRENDS IN IMMUNOLOGY,2
Trends in Neuroscience and Education,2
TRENDS IN PARASITOLOGY,2
TSINGHUA SCIENCE AND TECHNOLOGY,2
TULSA STUDIES IN WOMENS LITERATURE,2
Tumour Virus Research,2
Tungsten,2
TWMS Journal of Pure and Applied Mathematics,2
Tyndale Bulletin,2
UCLA LAW REVIEW,2
ULTRASCHALL IN DER MEDIZIN,2
ULTRASONICS,2
Ultrasound Journal,2
United European Gastroenterology Journal,2
URBAN AFFAIRS REVIEW,2
Urban Climate,2
URBAN FORESTRY & URBAN GREENING,2
USER MODELING AND USER-ADAPTED INTERACTION,2
Utilitas,2
VALUE IN HEALTH,2
VANDERBILT LAW REVIEW,2
VEGETATION HISTORY AND ARCHAEOBOTANY,2
VEHICLE SYSTEM DYNAMICS,2
Vehicular Communications,2
Vertebrate Zoology,2
VETERINARY ANAESTHESIA AND ANALGESIA,2
Veterinary and Comparative Oncology,2
VETERINARY CLINICS OF NORTH AMERICA-SMALL ANIMAL PRACTICE,2
VETERINARY DERMATOLOGY,2
VETERINARY JOURNAL,2
VETERINARY MICROBIOLOGY,2
VETERINARY PATHOLOGY,2
VETERINARY QUARTERLY,2
VETERINARY RESEARCH,2
VETERINARY SURGERY,2
VICTORIAN LITERATURE AND CULTURE,2
Victorian Periodicals Review,2
VIRCHOWS ARCHIV,2
VIROLOGICA SINICA,2
Virtual Archaeology Review,2
VIRTUAL REALITY,2
Visual Communication,2
Visual Informatics,2
VIVARIUM-AN INTERNATIONAL JOURNAL FOR THE PHILOSOPHY AND INTELLECTUAL LIFE OF THE MIDDLE AGES AND RENAISSANCE,2
VLDB JOURNAL,2
Voprosy Leksikografii-Russian Journal of Lexicography,2
Wacana Seni-Journal of Art Discourse,2
Waste Management,2
Water Research X,2
WATER RESOURCES MANAGEMENT,2
WATER RESOURCES RESEARCH,2
WEAR,2
Weather and Climate Dynamics,2
WEED SCIENCE,2
Welt des Islams,2
WILDLIFE MONOGRAPHS,2
Wiley Interdisciplinary Reviews-Cognitive Science,2
Wiley Interdisciplinary Reviews-Computational Molecular Science,2
Wiley Interdisciplinary Reviews-Computational Statistics,2
Wiley Interdisciplinary Reviews-Nanomedicine and Nanobiotechnology,2
Wiley Interdisciplinary Reviews-RNA,2
Willdenowia,2
WIREs Mechanisms of Disease,2
Women and Birth,2
Womens Studies in Communication,2
WOOD SCIENCE AND TECHNOLOGY,2
WORD & IMAGE,2
Word Structure,2
WORD-JOURNAL OF THE INTERNATIONAL LINGUISTIC ASSOCIATION,2
Work Aging and Retirement,2
World Allergy Organization Journal,2
World Englishes,2
World Journal of Pediatrics,2
World Journal of Traditional Chinese Medicine,2
WORLD JOURNAL OF UROLOGY,2
World of Music-New Series,2
World Trade Review,2
WORLDS POULTRY SCIENCE JOURNAL,2
Worldviews on Evidence-Based Nursing,2
Young,2
Zeitschrift fur Assyriologie und Vorderasiatische Archaologie,2
Zeitschrift fur Sprachwissenschaft,2
ZOOLOGICA SCRIPTA,2
ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,2
Zoonoses and Public Health,2
Zoosystematics and Evolution,2
